,,,M稅後淨利率,M稅後淨利率,M稅後淨利率,M稅後淨利率,M稅後淨利率,M稅後淨利率,M稅後淨利率,M稅後淨利率,M稅後淨利率,M稅後淨利率,M稅後淨利率,M稅後淨利率,M稅後淨利率,M稅後淨利率,M稅後淨利率,M稅後淨利率,M稅後淨利率,M稅後淨利率
 倉和,s6538,6538 倉和,9.82,12.4,15.25,16.62,14,13.46,,15.41,,,,16.52,,,,15.52,,
 隆中,s6542,6542 隆中,4.16,4.91,5.93,3.16,0.21,-6.08,,1.22,,,,-16.46,,,,-15.49,,
 長華科,s6548,6548 長華科,9.91,12.73,18.33,15.46,13.55,10.83,,15.9,,,,6.27,,,,-11.7,,
中美冠科-KY,s6554,,6.83,1.29,-9.06,6.4,0.6,5.24,-10.46,-25.3,,-15.29,,-42.09,,,,,,
 富強鑫,s6603,6603 富強鑫,4.47,5.36,6.39,1.4,2.18,2.42,3.32,3.04,2.13,0.46,0.73,1.82,2.67,1.39,1.7,1.2,2.41,2.29
 帝寶,s6605,6605 帝寶,6.4,8.01,9.86,10.29,11,7.79,8.13,11.26,10.59,10.22,11.71,9.76,9.54,11.2,12.4,8.18,8.26,8.2
 瀧澤科,s6609,6609 瀧澤科,1.65,2.57,2.3,6.99,7.15,4.1,4.04,9.61,9.83,9.38,11.02,7.26,6.89,5.57,3.43,4.81,5.27,5.11
 興航,s6702,6702 興航,-24.97,-20.61,-13.71,-10.92,-6.19,-5.4,-2.14,2.31,2.91,2.43,1.67,1.09,-0.89,-3.23,-4.71,1,2.04,0.95
 崑鼎,s6803,6803 崑鼎,31.89,34.12,43.13,20.56,22.1,21.6,20.18,20.3,21.4,20.55,19.37,19.43,21.1,20.77,19.35,18.95,19.89,18.58
 邑錡,s7402,7402 邑錡,6.78,6.94,6.36,12.07,13.24,14.99,16.62,10.7,,3.34,,3.7,,-5.22,,2.66,,
 台通,s8011,8011 台通,-2.73,-4.7,-5.84,-4.9,-6.56,0.47,3.92,1.06,2.99,6.7,13.85,6.67,7.66,8.51,4.66,9.01,8.07,5.93
 矽創,s8016,8016 矽創,10.53,10.2,10.59,9.13,8.91,8.39,9.42,9.46,8.9,8.59,9.11,6.21,5.81,5.49,5.24,6.24,6.46,6.81
 尖點,s8021,8021 尖點,7.65,6.96,7.18,11.13,10.55,9.64,9.29,11.52,10.92,9.82,9.51,10.73,11.3,11.01,10.29,11.6,10.33,8.61
 佑華,s8024,8024 佑華,1.21,1.69,-11.92,1.39,0.97,1.22,-3.83,6.63,5.92,7.84,6.1,3.91,4.99,5.09,-5.23,2.23,4.02,3.21
 鈦昇,s8027,8027 鈦昇,-8.47,-11.86,-23.05,0.18,1.56,1.1,3.76,5.86,5.7,1.4,-4.05,1.91,,4.62,,5.84,,7.97
 光菱,s8032,8032 光菱,2.38,2.5,2.37,3.1,3.42,2.39,1.99,4.52,4.46,5.06,4.88,4.38,4.71,4.94,4.66,2.34,2.43,2.12
 雷虎,s8033,8033 雷虎,-10.89,-8.31,0.23,-21.85,-11.99,-9.49,-30.19,-15.23,-13.97,-11.38,-14.29,0.82,-14.13,-15.96,-20.7,-15.93,-12.21,-12.52
 榮群,s8034,8034 榮群,-30.5,-40,-28.95,-5.97,-6.1,-8.37,-4.01,-2.62,-11.87,-6.94,6.67,-5.22,-4.08,-6.84,-30.85,-13.57,-9.83,-13.89
 長園科,s8038,8038 長園科,-17.71,3.58,1.15,-116.38,-169.45,-214.16,-232.19,-143.27,-142.76,-116.81,-118.52,-70.02,-64.7,-83.23,-87,-20.85,,13.52
 台虹,s8039,8039 台虹,4.98,4.82,4.87,6.89,7.95,6.5,6.77,8.74,9.14,8.4,7.95,10.11,10,9.26,8.36,7.7,8.6,9.05
 九暘,s8040,8040 九暘,-7.82,-1.4,-1.55,-9.49,-12.47,-12.49,-10.8,-14.15,-15.69,-15.76,-14.84,-11.9,-12.24,-10.25,-12.77,-6.06,-7.76,-4.46
 金山電,s8042,8042 金山電,16.97,14.72,16.15,13.3,11.6,12.88,15.49,16.03,16.64,17.25,16.02,17.88,17.92,17.79,16.87,16.74,16.22,15.28
 蜜望實,s8043,8043 蜜望實,2.41,3.74,3.3,2.52,2.93,1.08,1.77,3.38,3.19,3.5,6.87,3.75,4.18,3.75,5.4,2.55,2.23,2.56
 網家,s8044,8044 網家,3.49,3.77,4.3,3.73,3.64,3.67,4.16,3.83,3.77,3.75,3.89,3.36,3.29,3.28,3.22,2.85,2.67,2.8
 南電,s8046,8046 南電,-6.54,-3.66,-4.2,2.88,4.23,3.38,7.01,4.62,4.99,4.87,0.13,-2.58,-2.77,-4.1,-5.88,-6.94,-3.41,-2.3
 星雲,s8047,8047 星雲,3.03,0.71,-2.39,3.29,3.71,4.82,5.93,4.52,5.63,6.47,4.35,4.17,3.26,3.44,0.23,3.14,4.25,2.16
 德勝,s8048,8048 德勝,8.18,8.61,9.77,11.28,12.01,9.39,8,9.82,8.68,8.92,11.97,7.97,7.5,7.47,6.51,7.06,8.32,9.8
 晶采,s8049,8049 晶采,10.59,11.6,8.72,9.28,9.48,7.94,7.17,5.92,5.36,6.56,7.6,4.52,3.65,5,2.64,-7.16,-3.23,-4.29
 廣積,s8050,8050 廣積,14.75,15.51,14.97,11.71,11.58,9.39,13.01,11.12,10.61,11.02,11.11,9.35,9.38,8.42,9.56,10.4,11,10.71
 安國,s8054,8054 安國,1.96,4.17,-3.28,0.42,0.45,0.35,1.75,2.67,2.88,3.5,6.84,5.53,3.36,3.43,1.92,6.45,8.06,9.05
 凱碩,s8059,8059 凱碩,0.06,0.01,7.89,5.47,6.42,6.47,6.79,6.36,7,7.33,8.27,-0.67,-1.37,-2.99,-2.32,-4.32,-6.29,-10.1
 東捷,s8064,8064 東捷,1.81,-0.81,-2.35,2.15,1.83,1.41,1.59,9.02,9.17,7.77,8.81,6.17,6.62,4.81,5.58,-19.06,-9.41,-21.29
 來思達,s8066,8066 來思達,3.97,3.68,3.02,3.88,3.97,4.15,3.09,2.04,1.36,0.84,0.16,1.37,1.21,1.06,-0.16,2.65,-16.7,-700
 志旭,s8067,8067 志旭,-2.45,-2.05,-1.4,-2.73,-0.17,-1.29,0.2,-0.89,-2.41,-2.6,-3.04,-4.6,-3.95,-4.28,-0.32,-1.89,0.84,0.85
 全達,s8068,8068 全達,3.26,1.73,-0.45,0.66,0.57,0.87,0.52,1.24,0.66,0.08,-0.02,-2.29,-3.13,-3.35,-4.48,-4.41,-5.1,-4.43
 元太,s8069,8069 元太,10,8.92,-10.52,4.27,-2.36,-17.09,-43.26,0.4,-7.96,-14.15,-33.09,-0.19,-8.34,-20.84,-10.87,-4.06,-13.16,-20.77
 長華,s8070,8070 長華,8.58,9.4,14.58,7.79,8.32,11.4,5.49,1.68,0.92,1.57,2.86,3.1,3.84,3.65,5.04,4.34,3.47,2.62
 能率豐,s8071,8071 能率豐,-0.8,-0.41,-3.24,0.2,0.56,2.34,5.71,1.05,0.95,0.91,2.3,5.48,6.52,7.8,2.76,5.33,5.84,5.81
 陞泰,s8072,8072 陞泰,3.92,5.15,4.89,9.09,10.17,7.96,6.22,15.18,14.52,15.25,19.09,19.58,23.86,24.45,24.68,22.54,23.94,23.34
 鉅橡,s8074,8074 鉅橡,12.46,12.76,11.94,12.38,12.25,10.44,9.15,9.15,8.3,7.16,7.95,9.37,7.86,5.72,4,7.05,7.08,6.94
 伍豐,s8076,8076 伍豐,7.56,5.56,2.16,7.17,7.32,5.16,5.47,12.15,12.75,9.53,7.76,8.46,6.4,3.86,0.91,7.07,7.27,9.33
 洛碁,s8077,8077 洛碁,-12.13,-13.17,-4.71,-3.64,1.21,37.26,51.84,29.68,32.43,53.94,74.13,-16.46,-18.48,-28.73,-27.71,-51,-54.99,-58.44
 奧斯特,s8080,8080 奧斯特,-4.99,-2.05,-12.13,-31.15,-20.04,-16.39,-12.35,-3.4,-2.96,-4,-3.17,7.29,12.59,-4.75,-5.31,0.08,-2.33,-1.36
 致新,s8081,8081 致新,10.1,9.91,10.22,12.4,12.56,10.2,12.5,15.1,15.29,14.15,16.44,13.61,13.98,13.67,13.7,15,15.42,14.98
 瑞穎,s8083,8083 瑞穎,26.32,26.34,26.93,24.89,24.55,23.52,25.34,24.31,24.04,23.74,25.68,20.36,20.58,20.4,21.89,17.42,17.49,17.42
 巨虹,s8084,8084 巨虹,0.23,0.2,-1.6,-1.27,-5.15,-4.98,-7.38,0.73,-0.22,-0.8,0.64,0.59,0.57,1.26,1.68,-0.32,-0.66,0.1
 福華,s8085,8085 福華,12.23,-10.29,-16.87,-10.2,-7.95,-9.03,-4.08,0.5,2.13,2.83,0.72,-6.76,-6.06,-5.44,-3.43,-7.51,-7.02,-6.14
 宏捷科,s8086,8086 宏捷科,17.61,20.27,23.24,24.59,24.63,23.7,23.26,14.04,8.71,2.9,-6.69,-6.95,-5.91,-1.01,-8.14,0.32,2.46,2.16
 華鎂鑫,s8087,8087 華鎂鑫,3.05,1.6,1.96,-5.51,-5.94,-8.15,-12.12,-3.19,-6.3,-6.59,12.13,-18.78,-5.91,-10.34,2.27,2.89,1.36,1.62
 品安,s8088,8088 品安,2.89,4.52,3.36,4.81,4.37,2.19,3.19,3.41,2.61,2.26,2,6.13,7.46,9.08,10.97,1.4,-0.23,0.7
 翔名,s8091,8091 翔名,9.52,8.47,8.96,12.21,15.46,14.56,12.12,17.85,17.91,17.03,16.98,17.39,17.48,17.77,17.21,20.49,20.45,20.48
 建暐,s8092,8092 建暐,-4.96,-4.14,-0.48,-7.22,-3.47,-2.12,4.57,1.03,0.85,0.55,0.11,0.04,-0.27,0.07,-7.52,1.46,2.72,1.81
 保銳,s8093,8093 保銳,4.03,4.39,6.3,-6.49,-7.54,-25.56,-17.97,-8.42,-5.42,-0.94,6.9,-4.94,-6.21,-11.14,-11.68,-10.45,-11.24,-10.29
 擎亞,s8096,8096 擎亞,-0.49,0.01,0.01,0.47,0.5,0.02,0.04,0.02,-0.35,-0.48,-1.11,-1.61,-0.99,-0.1,0.37,0.76,0.92,1.35
 常珵,s8097,8097 常珵,29.04,51.62,84.76,-51.56,-34.55,-34.75,-15.75,-51.27,-41.62,-41.01,-20.61,-43.25,-23.13,-19.58,-16.38,0.96,3.47,7.72
 大世科,s8099,8099 大世科,2.17,2.19,1.94,2.52,2.51,2.34,1.6,3.18,2.86,2.91,2.63,3.59,4.31,4.82,6.18,2.66,3.16,3.48
 華冠,s8101,8101 華冠,-5.67,-5.12,-3.81,-1.76,-1.6,-1.68,-1.41,0.68,0.09,0.04,1.2,0.45,0.56,-0.19,-0.58,-2.37,-2.7,-1.48
 瀚荃,s8103,8103 瀚荃,7.73,6.87,4.32,3.69,3.68,9.72,11.37,13.89,14.01,12.3,13.17,10.92,10.55,10.23,10.81,13.86,15.1,15.54
 凌巨,s8105,8105 凌巨,4.22,5.91,4.6,4.13,4.28,0.03,-1.77,0.66,1.04,0.53,1.6,-5.26,-7.56,-9.64,-9.92,-4.69,-0.34,1.12
 大億科,s8107,8107 大億科,15.16,15.7,13.91,11.32,9.06,4.3,6.24,20.65,25.63,29.99,5.02,-24.27,-6.95,-7.82,-4.07,-2.04,-1.81,-6.1
 博大,s8109,8109 博大,28.11,32.98,30.44,35.43,37.07,22.08,17.46,35.67,31.84,29,36.02,34.86,33.62,32.63,30.71,24.11,24.39,22.43
 華東,s8110,8110 華東,2.01,0.44,-4.03,1.81,1.02,-2.4,-2.44,8.74,8.88,7.46,4.42,3.63,3.81,2.54,0.69,-2.75,-3.75,-8.7
 立碁,s8111,8111 立碁,-8.86,-9.03,-12.14,-11.71,-10.59,-12.35,-15.74,-12.09,-13.13,-18.23,-11.52,-11.14,-8.55,-9.99,-15,-28.23,-26.72,-31.77
 至上,s8112,8112 至上,1.19,1.12,0.71,0.56,0.51,0.5,0.2,0.68,0.78,0.67,0.59,0.41,0.59,0.83,0.85,0.31,0.3,0.1
 振樺電,s8114,8114 振樺電,16.11,19.25,16.5,20.47,21.35,19,16.92,20.76,20.84,20.84,20.83,18.49,18.09,17.48,16.19,16,15.45,15.4
 越峰,s8121,8121 越峰,-16.86,-16.9,-23.07,-20.85,-16.71,-14.63,-11.56,-4.48,-4.63,-4.51,-5.72,-7.58,-9.42,-9.09,-8.57,-2.28,-2.05,-1.63
 福懋科,s8131,8131 福懋科,11.65,10.55,11.4,12.87,12.4,11.62,12.22,9.17,7.57,7.45,6.23,1.3,0.08,1.77,2.09,2.73,2.98,3.37
 正淩,s8147,8147 正淩,6.41,5.82,5.4,9.53,9.69,8.81,10.34,8.43,8.69,8.38,10.47,5.28,5.38,7.5,8.9,5.29,5.97,4.49
 南茂,s8150,8150 南茂,6.35,7.02,7.38,11.41,12.11,12.12,14.04,17.43,17.1,17.11,25.4,13.96,11.58,11.1,10.54,6.29,,1.56
 博智,s8155,8155 博智,8.97,9.82,9.54,6.06,4.98,4.9,8.66,7.48,6.67,7.74,8.55,6.62,5.61,5.91,6.61,8.68,9.59,8.09
 達方,s8163,8163 達方,2.16,1.39,1.14,3.19,3.73,0.57,0.67,0.36,0.01,-0.72,-2.57,0.02,-0.18,0.01,0.62,0.85,0.79,0.76
 天宇,s8171,8171 天宇,-7.65,-5.24,-6.36,-5.23,-3.8,-6.98,-8,-0.93,0.2,-0.01,3.67,-3.84,-3.31,-2.35,-3.34,-1.03,-1.85,-3.06
 智捷,s8176,8176 智捷,0.25,0.72,-1.02,-1.1,-4.54,-7.93,-6.6,-32.1,-23.69,-22.95,-26.63,-8.99,-7.15,-5.2,-14.9,5.63,10.3,11.31
 加高,s8182,8182 加高,2.16,1.63,2.94,3.68,3.64,2.03,3.01,4.72,5.09,3.8,5.26,2.73,2.24,2.16,2.52,0.38,0.39,0.11
 精星,s8183,8183 精星,2.11,0.31,-1.3,-2.95,-2.85,-4.31,-4.31,1.87,2.42,3.04,5.78,-1.12,-2.14,-2.07,-2.2,-1.22,-2.44,-3.27
 無敵,s8201,8201 無敵,-11.66,-6.27,8.99,-25.46,-14.91,-14.61,-7.34,-17.01,-8,-8.61,-1.75,-27.6,-11.24,-6.96,6.14,-29.5,-14.19,-10.99
 勤誠,s8210,8210 勤誠,10.72,10.79,9.48,11.37,10.58,9.69,8.63,12.1,13.21,15.5,14.09,9.18,9.1,9.52,9.29,12.14,11.57,11.33
 志超,s8213,8213 志超,3.8,3.17,3.72,5.44,5.69,5.72,6.28,7.68,7.87,7.13,6.57,7.31,7.24,7.75,7.4,8.43,8.44,7.76
 明基材,s8215,8215 明基材,-4.99,-2.3,-2.39,3.46,4.32,4.84,5.66,6.42,7.02,8.45,9.44,7.84,7.32,6.21,3.77,-7.27,-9.1,-8.49
 寶一,s8222,8222 寶一,7.57,9.15,10.1,9.69,9.68,7.74,6.78,5.5,5.18,4.15,2.7,5.75,,6.33,,5.29,,5.35
 新漢,s8234,8234 新漢,3.11,3.66,3.27,3.53,2.95,1.67,0.16,9.05,10.89,6.53,5.83,4.23,4.11,5.52,6.18,5.49,4.93,5.32
 華宏,s8240,8240 華宏,-3.93,-4.08,-2.19,0.09,-0.36,-0.77,0.46,1.67,2.35,2.5,2.69,0.83,1.27,0.87,0.31,2.58,2.76,2.9
 菱光,s8249,8249 菱光,6.62,4.48,2.05,6.04,7.19,5.72,5.16,5.74,6.38,5.49,5.43,3.96,3.47,1.85,1.24,3.16,3.92,3.29
 朋程,s8255,8255 朋程,14.55,16.53,15.84,17.24,17.61,15.67,15.83,17.15,16.71,16.66,17.9,18.16,14.76,14.56,13.06,11.21,10.44,10.84
 富鼎,s8261,8261 富鼎,5.56,8.5,2.2,6.08,8.69,8.89,11.35,8.41,6.23,4.61,6.38,-5.81,-2.55,-2.73,-3.64,-8.58,0.82,0.04
 宇瞻,s8271,8271 宇瞻,5.09,5.04,6.07,3.09,2.99,3.06,2.79,4.81,4.77,4.85,5.08,4.55,4.61,5.86,6.6,5.21,5.4,5.63
 商丞,s8277,8277 商丞,-18.32,-21.8,-27.4,-21.87,-27.95,-43.63,-65.64,-4.27,1.62,0.89,1.29,4.31,4.37,3.69,4.69,0.29,1.1,3.21
 生展,s8279,8279 生展,12.16,10.89,8.75,10.39,11.78,11.65,9.63,6.26,,5.44,,5.29,,13.77,,8.19,,0.02
 英格爾,s8287,8287 英格爾,1.76,1.48,0.9,1.48,1.4,0.73,0.8,1.61,1.56,1.47,2.06,1.7,1.78,2.14,1.83,0.73,0.84,0.69
 泰藝,s8289,8289 泰藝,1.53,1.49,-0.24,3.32,4.09,0.98,-1.31,4.26,4.24,3.89,6.88,3.53,3.3,4.07,3.21,-0.69,-0.44,-1.81
 尚茂,s8291,8291 尚茂,-9.34,-8.56,-7.78,-15.32,-13.65,-12.4,-13.5,-14.59,-13.93,-13.45,-12.75,-15.77,-11.66,-9.84,-9.85,-15.36,-9.27,-7.64
 群聯,s8299,8299 群聯,10.17,9.05,8.94,10.42,10.21,9.37,9.86,8.47,9.57,10.21,12.42,11.36,14.22,18.03,25.51,7.82,8.13,6.59
 日友,s8341,8341 日友,33.01,32.77,31.27,31.61,30.55,29.36,24.89,24.41,24.34,21.89,,24.41,,24.53,,14.97,,13.63
 恒耀,s8349,8349 恒耀,6.22,6.19,6.12,6.87,7.5,8.47,8.88,6.79,6.45,7.35,8.2,6.22,5.7,5.38,4.89,4.3,4.6,4.52
 冠好,s8354,8354 冠好,2.99,5.21,0.26,7.98,11.35,5,4.13,8.73,8.85,12.42,8.16,16.96,19.79,29.13,62.57,15.84,11.01,15.15
 金居,s8358,8358 金居,8.59,6.73,4.63,-5.58,-5.41,-7.31,-7.64,-7.91,-6.94,-6.91,-4.85,-3.34,-2.1,-1.52,0.58,-2.08,-1.43,0.47
 羅昇,s8374,8374 羅昇,0.39,-0.97,-2.65,-3.94,-3.6,-1.14,-4.13,-3.02,-0.02,-0.63,-1.67,0.48,0.73,0.96,-1.53,-0.39,0.77,0.81
 千附,s8383,8383 千附,16.2,16.76,17.47,13.37,13.63,11.89,14.86,11.82,12.25,12.51,15.44,7.63,7.32,8.23,7.98,7.12,9.89,8.61
 金益鼎,s8390,8390 金益鼎,0.18,1.39,2.17,-5.3,-1.29,-0.33,-0.65,0.33,0.69,0.34,-1.15,-0.38,-0.37,-0.76,0.55,1.96,1.97,1.82
 白紗科,s8401,8401 白紗科,-2.53,1.45,-2.34,3.37,2.12,3.51,-0.28,7.23,5.79,7.62,6.54,-4.23,-8.17,-12.22,-16.8,4.08,3.41,4.74
 盛弘,s8403,8403 盛弘,6.15,5.67,5.1,10.85,14.23,17.71,27.9,5.75,6.57,6.29,5.34,5.05,4.28,3.04,1.43,4.1,4.19,4.01
 百和興業-KY,s8404,8404 百和興業-KY,14.66,16.48,17.16,15.66,15.91,16.74,16.7,10.86,10.84,11.59,10.24,9.31,9.86,10.64,9.45,8.06,6.86,6.98
 金可-KY,s8406,8406 金可-KY,25.05,23.91,23.6,25.69,25.79,26.55,24.36,25.02,26.58,26.43,24.76,29.11,29.43,27.9,25.37,27.63,28.26,30.83
 商之器,s8409,8409 商之器,-44.52,-61.11,-94.89,-2,-30.03,-40.05,-97.42,-32.01,-82.73,-84.24,-63.63,0.68,-21.77,-21.88,-39.91,-15.16,,-26.27
 森田,s8410,8410 森田,5.96,4.18,1.81,-0.95,-6.8,-19.21,-12.19,21.27,21.96,12.04,11.42,10.77,8.4,8.99,-8.22,6.65,5.22,3.06
 福貞-KY,s8411,8411 福貞-KY,8.09,7.23,7.72,3.55,3.73,3.3,4.58,3.72,4.8,5.45,7.43,8.28,8.56,8.95,8.36,7.09,6.23,4.42
 大國鋼,s8415,8415 大國鋼,3.17,3.21,2.78,1.94,2.13,2.82,2.27,3.79,,4.18,3.58,1.95,,1.44,,1.6,,2.02
 實威,s8416,8416 實威,18.78,19.13,18.02,23.28,19.65,21.92,19.78,23.53,22.92,22.55,22.29,22.98,21.97,22.27,18.64,22.47,21.93,22.14
 捷必勝-KY,s8418,8418 捷必勝-KY,-13.17,-10.42,-11.41,-7.71,-4.71,1.2,0.84,0.99,1.37,0.32,2.24,2.45,3.8,6.75,7.48,1.53,0.44,0.29
 明揚,s8420,8420 明揚,7.55,9.14,7.34,9.85,9.36,8.52,7.13,2.12,0.27,3.45,7.52,5.66,5.64,8.56,9.36,1.38,,1.97
 旭源,s8421,8421 旭源,8.59,11.51,8.9,0.48,1.43,0.96,0.42,-12.89,-9.41,-8.59,-3.32,-5.68,-3.3,-0.37,2.06,2.41,3.48,4.28
 可寧衛,s8422,8422 可寧衛,46.09,45.98,47.63,44.77,46.2,48.07,54.1,48.21,46.92,47.15,52.04,53.27,52.38,48.63,48.99,55.6,56.12,57.72
 保綠-KY,s8423,8423 保綠-KY,-9.01,-13.7,-30.33,8.87,9.32,6.69,8.03,7.45,7.81,5.52,3.78,9.5,9.61,8.83,9.18,10.91,9.15,8.19
 惠普,s8424,8424 惠普,13.62,13.6,12.84,15.96,16.09,15.91,15.42,16.85,16.41,15.42,14.18,15.18,14.84,14.86,14.99,13.35,13.84,13.4
 紅木-KY,s8426,8426 紅木-KY,13.53,13.2,10.34,8.92,6.39,4.63,5.83,9.3,9.87,11.18,13.03,12.36,10.5,6.68,4.92,10.25,8.97,4.4
 基勝-KY,s8427,8427 基勝-KY,25.21,30.87,14.53,7.69,8.11,9.72,12.82,-0.3,-5.58,-4.16,-1.14,3.99,2.12,4.85,9.39,6.58,6.75,8.77
 金麗-KY,s8429,8429 金麗-KY,17.33,18.41,18.89,17.05,17.16,17.55,17.37,17.68,17.52,17.21,17.37,18.45,18.77,17.97,17.37,20.4,19.91,19.88
 匯鑽科,s8431,8431 匯鑽科,-18.38,-24.31,-29.35,-9.61,-4.84,2.03,10.35,7.55,7.51,7.98,7.06,3.54,1.22,0.15,,3.99,,7.9
 東生華,s8432,8432 東生華,36.82,50.54,46.29,16.14,13.08,13.96,9.44,13.25,15.83,20.12,19.91,18.46,21.23,23.48,22.16,23.69,23.87,24.19
 弘帆,s8433,8433 弘帆,12.56,13.61,13.19,14,13.92,11.64,11.22,10.23,9.93,8.64,8.29,7.74,8.16,8.35,7.62,4.61,4.14,4.63
 鉅邁,s8435,8435 鉅邁,13.65,12.96,11.01,15.4,15.2,13.65,12.17,15.8,15.16,13.72,12.73,17.93,16.45,14.79,13.15,15.28,13.66,13.57
 大江,s8436,8436 大江,17,14.82,12.53,11.68,11.12,10.77,7.79,10.78,8.43,3.85,1.24,10.2,9.61,11.58,11.61,11.76,,10.78
 大地-KY,s8437,8437 大地-KY,43.41,44.4,41.89,40.7,38.89,35.56,38.27,43.28,43.08,42.57,39.62,38.07,40.42,38.39,,35.36,,36.68
 威宏-KY,s8442,8442 威宏-KY,2.66,3.39,0.48,4.6,5.2,3.94,2.33,4.06,,,,,,,,,,
 阿瘦,s8443,8443 阿瘦,0.1,1.77,2.88,4.15,2.93,3.14,3.1,4.97,4.44,4.59,4.02,2.27,1.87,1.42,3.56,5.4,,
 綠河-KY,s8444,8444 綠河-KY,19.01,18.59,18.72,13.85,15.25,16.93,15.73,10.79,11.09,9.99,7.01,6.12,,4.91,,0.76,,6.03
 華研,s8446,8446 華研,17.53,20.06,19.91,21.46,19.74,17.48,19.46,20.05,16.03,18.03,22.27,12.28,13.17,15.27,15.14,11.54,,11.31
 霹靂,s8450,8450 霹靂,20.03,22.9,18.68,19.59,18.16,11.63,-0.33,-16.46,20.59,21.2,19.06,29.68,27.94,28.69,28.17,34.26,,
 富邦媒,s8454,8454 富邦媒,4.3,4.6,4.8,3.87,4.01,4.1,4.12,4.74,4.7,4.11,3.46,2.52,1.91,2.43,,2.68,,
 大拓-KY,s8455,8455 大拓-KY,2.91,2.89,3.41,1.8,2.29,2.58,3.22,2.58,1.33,1.26,1.72,1.31,,,,,,
 柏文,s8462,8462 柏文,9.67,9.07,7.15,11.01,11.6,13.17,14.29,10.67,,9.93,,8.98,,15.14,,10.72,,
 潤泰材,s8463,8463 潤泰材,6.18,5.69,3.28,5.53,7.35,8.17,6.49,9.8,9.73,9.35,,7.14,,,,0.27,,
 億豐,s8464,8464 億豐,19.36,18.51,15.56,15.88,15.57,14.92,13.19,13.9,13.85,13.24,,16.22,,,,11.93,,
 美吉吉-KY,s8466,8466 美吉吉-KY,16.34,16.31,18.06,12.94,11.92,19.02,15.62,8.45,,,,13.27,,,,,,
 波力-KY,s8467,8467 波力-KY,5.53,4.53,0.71,9.57,8.82,6.98,1.79,12.13,13.17,13.09,9.05,8.74,,,,,,
 夠麻吉,s8472,8472 夠麻吉,10.32,9.48,8.04,14.62,15.68,14.85,14.23,14.05,13.85,15.72,,11.53,,,,-9.11,,
 山林水,s8473,8473 山林水,27.65,29.21,29.46,27.54,34.73,33.7,34.43,26.34,,31.07,,21.6,,,,7.86,,
 創業家,s8477,8477 創業家,1.65,1.96,3.09,1.79,,1.87,,2.22,,,,-10.02,,,,-38.11,,
 吉源-KY,s8488,8488 吉源-KY,,,15.77,6.16,,,6.84,5.56,,,,,,,,,,
 裕國,s8905,8905 裕國,12.07,2.47,0.55,3.47,3.86,1.02,9.63,14.97,12.8,12.46,15.01,13,17.29,21.73,1.38,10.38,11.43,10.66
 花王,s8906,8906 花王,-3.49,-7.23,-1.89,-3.35,-4.51,-6.51,-4.21,-5.2,-5.91,-11.45,-9.55,-11.42,-13.69,-18.7,-17.29,0.15,-1.33,-3.95
 欣雄,s8908,8908 欣雄,3.93,3.81,2.78,3.86,3.58,3.94,3.38,4.36,4.24,4.09,3.04,3.97,4.07,4.47,3.73,3.98,3.46,3.09
 全銓,s8913,8913 全銓,290.62,287.05,18.15,33.65,39.64,29.96,30.39,31.06,32.66,21.96,31.35,29.37,40.27,38.9,34.25,70.75,96.44,142.94
 光隆,s8916,8916 光隆,5.31,3.18,-0.84,4.82,5.2,2.64,-1.56,4.24,4.98,3.51,-1.06,3.99,4.43,1.88,-2.65,2.55,2.83,2.53
 欣泰,s8917,8917 欣泰,12.9,12.75,9.81,9.51,10.19,9.33,7.68,6.77,7.4,6.75,5.42,7.54,7.94,7.46,5.16,10.63,11.54,10.89
 沈氏,s8921,8921 沈氏,7.17,8.56,7.11,5.45,5.57,5.24,4.84,7.75,8.2,8.95,8.29,9.47,9.3,9.57,7.94,6.84,6.68,6.56
 時報,s8923,8923 時報,6.41,6.7,9.27,7.26,6.4,5.48,8.28,8.09,5.3,5.66,7.8,6.71,3.88,4.41,5.47,5.47,5.88,8.36
 大田,s8924,8924 大田,-7.15,-10.46,-13.65,-1.31,-2.68,-3.67,3.41,-0.85,-5.47,-8.74,-2.67,-1.71,-5.23,-5.43,-1.76,1.35,0.43,0.88
 台汽電,s8926,8926 台汽電,71.52,66.74,63.67,68.65,73.44,86.08,74.06,106.54,116.36,111.89,146.38,28.66,23.39,13.81,30.65,15.98,27.58,20.6
 北基,s8927,8927 北基,1.25,3.07,2.81,-0.46,-1.06,-0.12,-0.35,-1.67,-1.2,-0.8,-0.94,-0.16,0.17,0.55,1.52,0.24,0.54,0.92
 鉅明,s8928,8928 鉅明,4.55,8.67,13.24,10.04,9.4,12.05,16.7,9.97,8.05,12.82,14.46,0.64,-4.41,-10.23,-19.62,-5.05,-6.79,-6.41
 富堡,s8929,8929 富堡,14.63,6.01,6.62,3.53,2.39,2.61,4.33,3.76,4.09,4.61,4.88,5.91,6.24,6.28,6.31,6.24,6.32,6.1
 青鋼,s8930,8930 青鋼,3.17,3.02,-1.59,-2.82,-2.47,-1.32,-1.97,1.94,2.14,1.02,0.35,15.44,19.6,28.91,0.37,1.12,0.97,-0.07
 大汽電,s8931,8931 大汽電,7.43,5.46,6.58,6.48,6.18,4.39,6.9,9.65,8.95,7.8,6.14,9.15,8.89,7.66,5.19,11.28,8.15,5.89
